event_id,region,centroid_latitude,centroid_longitude,start_date,end_date,duration_days,total_frp,mean_frp,max_brightness,n_detections,pct_night,conflict_associated
E000001,Eastern_Mediterranean,31.039212970297026,29.76258326732673,2024-01-01,2024-06-30,182,4042.48,2.354385556202679,367.0,1717,0.8270238788584741,1
E000002,Eastern_Mediterranean,29.903718333333334,40.25087666666666,2024-01-01,2024-06-17,169,10.16,1.6933333333333334,350.38,6,0.6666666666666666,1
E000003,Eastern_Mediterranean,31.978918305084747,36.07145372881356,2024-01-01,2024-06-29,181,109.89,1.862542372881356,351.02,59,0.7796610169491526,1
E000004,Eastern_Mediterranean,36.964905507527206,40.36165041884037,2024-01-01,2024-06-30,182,53526.88,7.978369354598301,367.0,6709,0.5911462214935161,1
E000005,Eastern_Mediterranean,37.80244627906976,40.53046976744186,2024-01-01,2024-06-30,182,1073.37,6.240523255813953,367.0,172,0.5465116279069767,1
E000006,Eastern_Mediterranean,37.659486,33.279556,2024-01-01,2024-04-01,92,17.39,3.478,339.42,5,0.0,0
E000007,Eastern_Mediterranean,34.918626093294456,40.83280475218659,2024-01-01,2024-06-30,182,513.3699999999999,1.4967055393586002,356.45,343,0.9008746355685131,1
E000008,Eastern_Mediterranean,35.302558308823535,40.44447139705882,2024-01-01,2024-06-30,182,140.59,1.03375,324.78,136,1.0,1
E000009,Eastern_Mediterranean,36.14882484210527,41.045586842105266,2024-01-01,2024-06-29,181,56.660000000000004,0.596421052631579,314.87,95,1.0,1
E000010,Eastern_Mediterranean,36.1388223160763,40.813580953678475,2024-01-01,2024-06-30,182,484.65999999999997,1.320599455040872,367.0,367,0.9591280653950953,1
E000011,Eastern_Mediterranean,30.46811601513241,31.215725384615382,2024-01-01,2024-06-30,182,2767.7799999999997,3.4902648171500625,367.0,793,0.6254728877679697,1
E000012,Eastern_Mediterranean,30.709078720292506,33.82600575868372,2024-01-01,2024-06-30,182,1091.8000000000002,1.9959780621572216,353.7,547,0.943327239488117,1
E000013,Eastern_Mediterranean,31.005537142857143,30.65404428571429,2024-01-01,2024-06-09,161,12.06,1.7228571428571429,342.26,7,0.7142857142857143,1
E000014,Eastern_Mediterranean,31.453806960784313,31.647525882352937,2024-01-01,2024-06-21,173,412.4300000000001,4.043431372549021,367.0,102,0.696078431372549,1
E000015,Eastern_Mediterranean,29.688904463414634,32.31661009756098,2024-01-01,2024-06-30,182,1242.03,3.0293414634146343,367.0,410,0.8536585365853658,1
E000016,Eastern_Mediterranean,29.788825496062994,32.13956694488189,2024-01-01,2024-06-30,182,919.21,1.4475748031496063,338.57,635,0.9968503937007874,1
E000017,Eastern_Mediterranean,29.818368413173648,31.333650718562875,2024-01-01,2024-06-30,182,553.21,1.6563173652694612,367.0,334,0.9520958083832335,1
E000018,Eastern_Mediterranean,31.50138835051547,34.501357525773194,2024-01-02,2024-06-14,165,346.94,3.576701030927835,367.0,97,0.6804123711340206,1
E000019,Eastern_Mediterranean,29.040045040783035,31.201915171288746,2024-01-02,2024-06-28,179,1242.67,2.027194127243067,352.77,613,0.9265905383360522,1
E000020,Eastern_Mediterranean,31.0763,30.4029475,2024-01-02,2024-06-23,174,6.449999999999999,1.6124999999999998,335.6,4,0.75,1
E000021,Eastern_Mediterranean,32.25023375,38.79088375,2024-01-02,2024-01-03,2,18.439999999999998,2.3049999999999997,341.54,8,0.875,0
E000022,Eastern_Mediterranean,32.9489225,35.31776,2024-01-02,2024-06-23,174,22.08,5.52,349.13,4,0.0,1
E000023,Eastern_Mediterranean,33.16604614349776,35.50979434977578,2024-01-02,2024-06-29,180,1869.79,8.384708520179371,367.0,223,0.32286995515695066,1
E000024,Eastern_Mediterranean,34.703915382513664,36.623214125683056,2024-01-02,2024-06-30,181,1046.77,2.8600273224043717,367.0,366,0.6994535519125683,1
E000025,Eastern_Mediterranean,34.182229506172845,41.06843629629629,2024-01-02,2024-06-29,180,672.38,8.300987654320988,367.0,81,0.7160493827160493,1
E000026,Eastern_Mediterranean,34.46192666666667,35.916045555555556,2024-01-02,2024-06-29,180,32.67,1.21,354.9,27,0.9259259259259259,1
E000027,Eastern_Mediterranean,35.19692722222222,40.084575,2024-01-02,2024-06-30,181,24.47,0.6797222222222222,318.01,36,1.0,1
E000028,Eastern_Mediterranean,36.45747984615385,41.281125538461545,2024-01-02,2024-06-29,180,40.76,0.6270769230769231,317.08,65,1.0,1
E000029,Eastern_Mediterranean,31.651401454545454,38.85920763636364,2024-01-02,2024-06-29,180,79.85999999999999,1.4519999999999997,335.82,55,0.9818181818181818,1
E000030,Eastern_Mediterranean,32.82565601190476,35.17679125000001,2024-01-02,2024-06-30,181,477.68999999999994,2.843392857142857,367.0,168,0.75,1
E000031,Eastern_Mediterranean,36.93880603603604,30.64462855855856,2024-01-03,2024-06-29,179,201.7,1.817117117117117,355.23,111,0.8648648648648649,1
E000032,Eastern_Mediterranean,37.86164666666667,29.371445490196084,2024-01-03,2024-06-29,179,50.730000000000004,0.9947058823529412,330.89,51,0.9803921568627451,1
E000033,Eastern_Mediterranean,31.90538170068027,34.864470816326524,2024-01-03,2024-06-28,178,157.89,1.0740816326530611,344.28,147,0.9863945578231292,1
E000034,Eastern_Mediterranean,34.60862650793651,37.90072888888889,2024-01-03,2024-06-30,180,80.24000000000001,1.2736507936507937,349.9,63,0.9365079365079365,1
E000035,Eastern_Mediterranean,31.35782298642534,30.321130723981902,2024-01-03,2024-06-28,178,509.63,2.3060180995475115,367.0,221,0.9095022624434389,1
E000036,Eastern_Mediterranean,30.243946000000005,38.92811199999999,2024-01-03,2024-06-23,173,94.16,6.277333333333333,367.0,15,0.2,1
E000037,Eastern_Mediterranean,29.969271407407405,38.38110822222222,2024-01-03,2024-06-26,176,2013.6999999999998,14.916296296296295,367.0,135,0.32592592592592595,1
E000038,Eastern_Mediterranean,34.992866523364484,37.91257960747664,2024-01-03,2024-06-30,180,1899.48,3.550429906542056,367.0,535,0.8,1
E000039,Eastern_Mediterranean,34.58139457142857,36.077252,2024-01-03,2024-06-23,173,349.3,9.98,355.8,35,0.6,1
E000040,Eastern_Mediterranean,31.27739345323741,32.1758628057554,2024-01-03,2024-06-26,176,252.5,1.816546762589928,367.0,139,0.841726618705036,1
E000041,Eastern_Mediterranean,29.61213583333333,29.120051666666665,2024-01-03,2024-02-19,48,4.840000000000001,0.4033333333333334,301.05,12,1.0,0
E000042,Eastern_Mediterranean,29.848076875,38.214583125,2024-01-04,2024-06-17,166,371.48,23.2175,367.0,16,0.3125,1
E000043,Eastern_Mediterranean,30.5386725,30.308625625,2024-01-04,2024-06-28,177,27.619999999999997,1.7262499999999998,341.58,16,0.5625,1
E000044,Eastern_Mediterranean,33.64412045454546,36.561336363636364,2024-01-04,2024-06-30,179,39.56,0.8990909090909092,343.41,44,0.9772727272727273,1
E000045,Eastern_Mediterranean,36.26328917098446,33.728565958549225,2024-01-04,2024-06-30,179,299.32000000000005,1.5508808290155442,336.31,193,0.9222797927461139,1
E000046,Eastern_Mediterranean,36.96240737967915,35.4716532798574,2024-01-04,2024-06-30,179,2585.8599999999997,4.6093761140819955,367.0,561,0.6024955436720143,1
E000047,Eastern_Mediterranean,31.333938636363634,36.129176515151514,2024-01-04,2024-06-29,178,71.13,1.0777272727272726,314.44,66,1.0,1
E000048,Eastern_Mediterranean,31.4151325,38.6852809375,2024-01-04,2024-06-24,173,27.64,0.86375,309.82,32,1.0,1
E000049,Eastern_Mediterranean,32.01831581196581,35.18073576923077,2024-01-04,2024-06-30,179,1178.06,5.0344444444444445,367.0,234,0.5726495726495726,1
E000050,Eastern_Mediterranean,29.9088,31.75446,2024-01-04,2024-06-28,177,7.380000000000001,1.8450000000000002,324.12,4,1.0,1
E000051,Eastern_Mediterranean,29.937203035714283,32.48401017857143,2024-01-04,2024-06-27,176,73.28999999999999,1.3087499999999999,340.04,56,0.9464285714285714,1
E000052,Eastern_Mediterranean,30.206098000000004,38.408492,2024-01-05,2024-06-27,175,30.38,6.076,356.22,5,0.0,1
E000053,Eastern_Mediterranean,31.445746538461545,30.716814615384617,2024-01-05,2024-06-22,170,137.18000000000004,5.276153846153847,347.22,26,0.19230769230769232,1
E000054,Eastern_Mediterranean,31.876685000000002,35.49572,2024-01-05,2024-01-06,2,4.41,2.205,331.57,2,0.0,0
E000055,Eastern_Mediterranean,35.003573333333335,32.35374,2024-01-05,2024-06-08,156,3.57,1.19,326.9,3,0.6666666666666666,1
E000056,Eastern_Mediterranean,36.93093461538462,31.076369230769224,2024-01-05,2024-06-29,177,86.74,6.672307692307692,348.81,13,0.3076923076923077,1
E000057,Eastern_Mediterranean,37.33843,32.82725,2024-01-05,2024-01-05,1,4.8,4.8,331.35,1,0.0,0
E000058,Eastern_Mediterranean,36.346621666666664,33.940081666666664,2024-01-05,2024-06-06,154,28.79,4.798333333333333,367.0,6,0.16666666666666666,1
E000059,Eastern_Mediterranean,36.728526249999994,36.20565908854167,2024-01-05,2024-06-30,178,1668.79,2.1729036458333333,367.0,768,0.8841145833333334,1
E000060,Eastern_Mediterranean,36.79859763157894,37.019043421052636,2024-01-05,2024-06-29,177,31.36,0.8252631578947368,313.42,38,1.0,1
E000061,Eastern_Mediterranean,37.329357177914105,37.13175886503067,2024-01-05,2024-06-30,178,682.27,2.0928527607361964,367.0,326,0.8895705521472392,1
E000062,Eastern_Mediterranean,37.42852,35.01735,2024-01-05,2024-01-05,1,0.63,0.63,298.98,1,1.0,0
E000063,Eastern_Mediterranean,31.435314821428573,39.12955232142857,2024-01-05,2024-06-27,175,70.75999999999999,1.2635714285714283,316.01,56,1.0,1
E000064,Eastern_Mediterranean,36.046284932885904,37.78229661073826,2024-01-06,2024-06-30,177,1972.1399999999999,6.617919463087248,367.0,298,0.38926174496644295,1
E000065,Eastern_Mediterranean,37.40208,33.32423,2024-01-06,2024-01-06,1,2.72,2.72,331.7,1,0.0,0
E000066,Eastern_Mediterranean,37.968914999999996,41.74014,2024-01-06,2024-06-24,171,26.64,1.9028571428571428,332.31,14,0.9285714285714286,1
E000067,Eastern_Mediterranean,34.596778,40.901827999999995,2024-01-06,2024-06-12,159,36.879999999999995,7.3759999999999994,349.74,5,0.4,1
E000068,Eastern_Mediterranean,30.929289999999998,41.059090000000005,2024-01-06,2024-06-18,165,4.02,1.3399999999999999,309.22,3,1.0,1
E000069,Eastern_Mediterranean,30.024286842105266,29.93605315789474,2024-01-06,2024-03-08,63,8.790000000000001,0.46263157894736845,306.13,19,1.0,0
E000070,Eastern_Mediterranean,30.29843,37.947445,2024-01-07,2024-01-07,1,14.24,7.12,346.72,2,0.0,0
E000071,Eastern_Mediterranean,37.47278,33.63869,2024-01-07,2024-01-07,1,1.08,1.08,295.47,1,1.0,0
E000072,Eastern_Mediterranean,34.72479421052632,33.31532052631579,2024-01-09,2024-06-28,172,50.690000000000005,0.8892982456140351,313.58,57,1.0,1
E000073,Eastern_Mediterranean,37.44774842105263,38.68501157894737,2024-01-09,2024-06-29,173,87.41999999999999,4.601052631578947,353.63,19,0.15789473684210525,1
E000074,Eastern_Mediterranean,33.267332,36.328326000000004,2024-01-09,2024-06-27,171,4.09,0.818,304.49,5,1.0,1
E000075,Eastern_Mediterranean,29.788296666666668,38.81603666666667,2024-01-10,2024-03-31,82,11.06,3.686666666666667,339.45,3,0.3333333333333333,0
E000076,Eastern_Mediterranean,35.023785,40.510175000000004,2024-01-10,2024-05-01,113,2.61,1.305,328.31,2,0.5,1
E000077,Eastern_Mediterranean,35.037170963855424,33.46311891566265,2024-01-12,2024-06-30,171,221.96999999999997,2.67433734939759,367.0,83,0.7951807228915663,1
E000078,Eastern_Mediterranean,31.492673333333332,31.00960111111111,2024-01-13,2024-05-15,124,59.33,6.592222222222222,367.0,9,0.0,1
E000079,Eastern_Mediterranean,34.06274736842105,42.36459631578947,2024-01-14,2024-06-27,166,178.52000000000007,4.697894736842107,367.0,38,0.6842105263157895,1
E000080,Eastern_Mediterranean,37.554728,29.017428666666664,2024-01-14,2024-06-11,150,60.480000000000004,4.032,348.85,15,0.06666666666666667,1
E000081,Eastern_Mediterranean,35.202590833333325,35.95687,2024-01-14,2024-05-23,131,9.29,0.7741666666666666,307.23,12,1.0,1
E000082,Eastern_Mediterranean,31.21320833333333,31.701751666666667,2024-01-14,2024-05-24,132,26.29,4.381666666666667,339.0,6,0.8333333333333334,1
E000083,Eastern_Mediterranean,31.209786666666663,34.42654666666667,2024-01-14,2024-02-28,46,9.9,3.3000000000000003,340.94,3,0.6666666666666666,0
E000084,Eastern_Mediterranean,29.743617999999998,39.816897,2024-01-15,2024-06-29,167,51.85,5.1850000000000005,351.16,10,0.7,1
E000085,Eastern_Mediterranean,30.365493333333333,32.442299999999996,2024-01-15,2024-03-04,50,28.230000000000004,9.410000000000002,338.52,3,0.0,0
E000086,Eastern_Mediterranean,30.776954285714286,35.30791714285715,2024-01-15,2024-04-19,96,26.83,3.8328571428571427,340.83,7,0.2857142857142857,0
E000087,Eastern_Mediterranean,31.27992,35.51364,2024-01-15,2024-01-15,1,2.43,2.43,333.68,1,0.0,0
E000088,Eastern_Mediterranean,36.693425000000005,34.373905,2024-01-15,2024-04-06,83,4.33,2.165,333.92,2,0.0,0
E000089,Eastern_Mediterranean,29.51817,31.03819,2024-01-16,2024-01-16,1,11.16,11.16,332.16,1,0.0,0
E000090,Eastern_Mediterranean,29.66561,31.21898333333333,2024-01-17,2024-05-17,122,6.6000000000000005,2.2,334.57,3,0.3333333333333333,1
E000091,Eastern_Mediterranean,33.520685,31.539728333333333,2024-01-17,2024-01-20,4,12.08,2.013333333333333,337.73,6,0.6666666666666666,0
E000092,Eastern_Mediterranean,35.11898357142857,40.51187285714286,2024-01-18,2024-06-14,149,12.0,0.8571428571428571,320.01,14,1.0,1
E000093,Eastern_Mediterranean,32.87525,37.28234,2024-01-19,2024-01-19,1,3.22,3.22,327.21,1,0.0,0
E000094,Eastern_Mediterranean,30.14118333333333,35.81295333333333,2024-01-22,2024-01-22,1,11.6,3.8666666666666667,348.26,3,0.0,0
E000095,Eastern_Mediterranean,32.51175583333334,36.1584075,2024-01-22,2024-05-21,121,119.83,9.985833333333334,367.0,12,0.08333333333333333,1
E000096,Eastern_Mediterranean,37.253033043478254,30.442214782608698,2024-01-23,2024-05-16,115,48.95,1.0641304347826088,311.4,46,1.0,1
E000097,Eastern_Mediterranean,37.88004,30.90566,2024-01-24,2024-01-24,1,6.09,6.09,333.66,1,0.0,0
E000098,Eastern_Mediterranean,37.354726666666664,29.958826666666667,2024-01-25,2024-02-17,24,13.650000000000002,4.550000000000001,336.65,3,0.0,0
E000099,Eastern_Mediterranean,36.6686,33.36692,2024-01-26,2024-01-26,1,6.91,6.91,339.0,1,0.0,0
E000100,Eastern_Mediterranean,36.53069444444444,33.26814333333334,2024-01-26,2024-06-29,156,20.78,2.308888888888889,351.66,9,0.1111111111111111,1
E000101,Eastern_Mediterranean,37.80657000000001,31.628930000000004,2024-01-27,2024-05-16,111,20.099999999999998,5.0249999999999995,339.87,4,0.0,1
E000102,Eastern_Mediterranean,31.719849999999997,38.716676666666665,2024-01-29,2024-03-28,60,2.71,0.9033333333333333,303.3,3,1.0,0
E000103,Eastern_Mediterranean,33.203970312500005,34.2846471875,2024-01-30,2024-06-30,153,155.72,4.86625,367.0,32,0.75,1
E000104,Eastern_Mediterranean,29.96697,40.1139725,2024-01-30,2024-01-30,1,13.59,3.3975,330.57,4,1.0,0
E000105,Eastern_Mediterranean,37.35334,30.77848,2024-02-01,2024-02-01,1,1.34,1.34,325.13,1,0.0,0
E000106,Eastern_Mediterranean,37.40801,29.390563333333333,2024-02-01,2024-03-09,38,8.19,2.73,343.23,3,0.0,0
E000107,Eastern_Mediterranean,37.14482,35.306,2024-02-02,2024-02-02,1,1.96,1.96,330.27,1,0.0,0
E000108,Eastern_Mediterranean,37.862899999999996,29.080152916666666,2024-02-02,2024-06-27,147,53.82,2.2425,337.17,24,0.5416666666666666,1
E000109,Eastern_Mediterranean,35.39425,40.081445,2024-02-02,2024-06-19,139,2.99,1.495,310.65,2,1.0,1
E000110,Eastern_Mediterranean,37.95422,31.328557500000002,2024-02-03,2024-03-11,38,23.830000000000002,5.9575000000000005,347.21,4,0.0,0
E000111,Eastern_Mediterranean,37.54891666666666,33.99258,2024-02-04,2024-06-15,133,28.349999999999998,4.725,349.41,6,0.0,1
E000112,Eastern_Mediterranean,29.372172142857146,34.971019285714284,2024-02-04,2024-05-26,113,45.50999999999999,3.250714285714285,354.04,14,0.5,1
E000113,Eastern_Mediterranean,29.209546666666665,34.94874,2024-02-04,2024-04-10,67,4.53,1.51,329.58,3,1.0,0
E000114,Eastern_Mediterranean,33.7664246875,35.92757625,2024-02-05,2024-06-30,147,82.38,2.574375,367.0,32,0.78125,1
E000115,Eastern_Mediterranean,36.741716249999996,29.84952625,2024-02-06,2024-03-31,55,29.86,3.7325,350.59,8,0.0,0
E000116,Eastern_Mediterranean,37.15261333333333,29.662563999999993,2024-02-06,2024-04-29,84,65.03000000000002,4.335333333333335,353.3,15,0.0,1
E000117,Eastern_Mediterranean,37.30595,29.7949,2024-02-06,2024-02-06,1,2.98,2.98,331.76,1,0.0,0
E000118,Eastern_Mediterranean,37.59719,30.0443,2024-02-06,2024-02-06,1,1.59,1.59,329.64,1,0.0,0
E000119,Eastern_Mediterranean,37.62967,29.17179,2024-02-06,2024-02-06,1,2.24,2.24,331.38,1,0.0,0
E000120,Eastern_Mediterranean,37.940150465116275,32.534459069767436,2024-02-06,2024-06-30,146,39.769999999999996,0.9248837209302324,336.67,43,0.9767441860465116,1
E000121,Eastern_Mediterranean,29.73462,35.36734,2024-02-07,2024-02-07,1,4.18,4.18,338.35,1,0.0,0
E000122,Eastern_Mediterranean,30.8744,34.80909,2024-02-07,2024-02-07,1,1.32,1.32,337.73,1,0.0,0
E000123,Eastern_Mediterranean,31.286544545454543,35.151765454545455,2024-02-07,2024-06-28,143,37.410000000000004,3.4009090909090913,352.3,11,0.6363636363636364,1
E000124,Eastern_Mediterranean,34.578714999999995,37.17248333333334,2024-02-07,2024-05-29,113,28.810000000000002,4.801666666666667,343.52,6,0.3333333333333333,1
E000125,Eastern_Mediterranean,37.3639,33.21748,2024-02-07,2024-02-07,1,4.04,4.04,338.06,1,0.0,0
E000126,Eastern_Mediterranean,37.72428,33.93729,2024-02-07,2024-02-07,1,3.32,3.32,347.41,1,0.0,0
E000127,Eastern_Mediterranean,37.760431999999994,33.524718,2024-02-07,2024-04-01,55,81.26,16.252000000000002,349.17,5,0.0,0
E000128,Eastern_Mediterranean,37.80975,34.306086666666666,2024-02-07,2024-04-11,65,12.9,4.3,342.18,3,0.0,0
E000129,Eastern_Mediterranean,37.84064,30.73462,2024-02-07,2024-02-07,1,3.27,3.27,336.05,1,0.0,0
E000130,Eastern_Mediterranean,37.18410125,37.41055,2024-02-07,2024-06-27,142,10.379999999999999,1.2974999999999999,345.4,8,0.875,1
E000131,Eastern_Mediterranean,30.19461888888889,31.73490111111111,2024-02-08,2024-06-27,141,23.849999999999998,2.65,327.65,9,1.0,1
E000132,Eastern_Mediterranean,35.48212,40.01029,2024-02-09,2024-02-09,1,3.91,3.91,332.69,1,0.0,0
E000133,Eastern_Mediterranean,37.72401333333333,29.72885666666667,2024-02-09,2024-04-28,80,12.870000000000001,2.145,337.36,6,0.6666666666666666,1
E000134,Eastern_Mediterranean,31.381757777777775,37.41567111111111,2024-02-10,2024-06-16,128,96.05,10.672222222222222,367.0,9,0.8888888888888888,1
E000135,Eastern_Mediterranean,29.425100000000004,31.154794324324325,2024-02-10,2024-06-23,135,50.54,1.365945945945946,343.1,37,0.8918918918918919,1
E000136,Eastern_Mediterranean,37.68172545454546,32.59297545454546,2024-02-10,2024-06-24,136,53.260000000000005,4.841818181818183,367.0,11,0.09090909090909091,1
E000137,Eastern_Mediterranean,37.377745000000004,41.506435,2024-02-11,2024-02-11,1,4.9399999999999995,2.4699999999999998,330.9,2,0.0,0
E000138,Eastern_Mediterranean,30.516,32.36996,2024-02-11,2024-02-11,1,1.61,1.61,335.2,1,0.0,0
E000139,Eastern_Mediterranean,37.19332714285714,30.03956714285715,2024-02-11,2024-04-17,67,36.26,5.18,350.47,7,0.0,0
E000140,Eastern_Mediterranean,37.59249833333334,32.93752666666666,2024-02-11,2024-03-12,31,35.75,5.958333333333333,352.28,6,0.0,0
E000141,Eastern_Mediterranean,34.972680000000004,35.89268333333333,2024-02-11,2024-05-01,81,3.4899999999999998,0.5816666666666667,302.61,6,1.0,1
E000142,Eastern_Mediterranean,30.670803333333335,35.25517333333333,2024-02-14,2024-06-10,118,9.530000000000001,3.176666666666667,356.48,3,0.0,1
E000143,Eastern_Mediterranean,29.178336666666667,32.54304666666667,2024-02-17,2024-02-17,1,5.52,1.8399999999999999,344.98,3,0.0,0
E000144,Eastern_Mediterranean,37.08097,30.76963,2024-02-17,2024-02-17,1,2.6,2.6,343.57,1,0.0,0
E000145,Eastern_Mediterranean,31.81033,37.03742,2024-02-18,2024-02-18,1,4.26,2.13,332.87,2,0.5,0
E000146,Eastern_Mediterranean,37.031252499999994,36.702959375,2024-02-18,2024-06-29,133,108.75999999999999,6.797499999999999,367.0,16,0.6875,1
E000147,Eastern_Mediterranean,37.96537,35.46849,2024-02-18,2024-02-18,1,5.06,2.53,338.35,2,0.0,0
E000148,Eastern_Mediterranean,29.0816,30.93996,2024-02-19,2024-02-19,1,4.49,4.49,343.39,1,0.0,0
E000149,Eastern_Mediterranean,37.217103333333334,35.04003666666667,2024-02-19,2024-05-22,94,12.080000000000002,4.026666666666667,345.95,3,0.0,1
E000150,Eastern_Mediterranean,37.46494666666667,30.051113333333333,2024-02-20,2024-04-06,47,23.04,7.68,367.0,3,0.0,0
E000151,Eastern_Mediterranean,37.47379,31.82594,2024-02-20,2024-02-20,1,1.13,1.13,328.49,1,0.0,0
E000152,Eastern_Mediterranean,36.18842,40.652145000000004,2024-02-20,2024-06-18,120,5.99,2.995,367.0,2,0.5,1
E000153,Eastern_Mediterranean,30.881028571428573,34.45906,2024-02-20,2024-02-21,2,64.05,9.15,349.77,7,0.7142857142857143,0
E000154,Eastern_Mediterranean,37.3811,30.38881,2024-02-23,2024-02-23,1,3.05,3.05,328.19,1,0.0,0
E000155,Eastern_Mediterranean,37.55329,30.28722,2024-02-23,2024-02-23,1,5.58,5.58,331.55,1,0.0,0
E000156,Eastern_Mediterranean,37.80075,36.99039,2024-02-24,2024-02-24,1,1.46,1.46,329.9,1,0.0,0
E000157,Eastern_Mediterranean,36.35124848484849,42.078813030303024,2024-02-24,2024-06-30,128,41.09,1.2451515151515153,355.06,33,0.9696969696969697,1
E000158,Eastern_Mediterranean,36.783115,33.189915,2024-02-25,2024-03-10,15,6.380000000000001,3.1900000000000004,332.89,2,0.0,0
E000159,Eastern_Mediterranean,36.85786,39.659173333333335,2024-02-25,2024-02-25,1,34.56,11.520000000000001,353.41,3,0.0,0
E000160,Eastern_Mediterranean,37.87207333333333,32.74460666666666,2024-02-25,2024-06-12,109,5.55,1.8499999999999999,330.69,3,0.3333333333333333,1
E000161,Eastern_Mediterranean,31.31393,34.47278,2024-02-25,2024-02-25,1,7.61,7.61,367.0,1,0.0,0
E000162,Eastern_Mediterranean,37.44840666666666,32.80498333333333,2024-02-25,2024-02-25,1,20.880000000000003,6.960000000000001,367.0,3,0.0,0
E000163,Eastern_Mediterranean,34.166394000000004,36.220901,2024-02-25,2024-06-28,125,48.73,4.872999999999999,354.04,10,0.8,1
E000164,Eastern_Mediterranean,36.84298739130435,37.55530413043479,2024-02-26,2024-06-30,126,293.22,6.374347826086957,367.0,46,0.391304347826087,1
E000165,Eastern_Mediterranean,37.96154,41.356656,2024-02-26,2024-06-17,113,14.329999999999998,2.8659999999999997,344.27,5,0.6,1
E000166,Eastern_Mediterranean,35.725372231237316,36.562282494929,2024-02-26,2024-06-30,126,9786.36,9.92531440162272,367.0,986,0.3843813387423935,1
E000167,Eastern_Mediterranean,31.92216666666667,36.85911333333333,2024-02-26,2024-04-05,40,1.85,0.6166666666666667,301.51,3,1.0,0
E000168,Eastern_Mediterranean,34.866789999999995,40.63566333333333,2024-02-27,2024-05-29,93,11.48,3.8266666666666667,343.18,3,0.3333333333333333,1
E000169,Eastern_Mediterranean,34.87410475409837,32.566420983606555,2024-02-27,2024-06-24,119,1944.2600000000002,31.873114754098363,367.0,61,0.2459016393442623,1
E000170,Eastern_Mediterranean,36.33609666666667,29.32318833333333,2024-02-27,2024-06-15,110,27.1,4.516666666666667,346.21,6,0.0,1
E000171,Eastern_Mediterranean,29.741516666666666,35.013020000000004,2024-02-28,2024-02-28,1,8.48,2.8266666666666667,342.94,3,0.0,0
E000172,Eastern_Mediterranean,31.232697999999996,34.809524666666675,2024-02-28,2024-06-28,122,32.449999999999996,2.163333333333333,348.75,15,0.6666666666666666,1
E000173,Eastern_Mediterranean,31.585025,35.564355,2024-02-28,2024-04-01,34,8.49,4.245,340.37,2,0.0,0
E000174,Eastern_Mediterranean,31.66165,35.914604999999995,2024-02-28,2024-02-28,1,15.350000000000001,7.675000000000001,350.64,2,0.0,0
E000175,Eastern_Mediterranean,35.08927,33.02777,2024-02-28,2024-02-28,1,2.17,2.17,344.99,1,0.0,0
E000176,Eastern_Mediterranean,37.579295,41.427505,2024-02-28,2024-02-28,1,11.469999999999999,5.734999999999999,344.15,2,0.0,0
E000177,Eastern_Mediterranean,37.61054520325203,38.08633373983739,2024-02-28,2024-06-30,124,849.2,6.904065040650407,367.0,123,0.9186991869918699,1
E000178,Eastern_Mediterranean,34.76986,32.53816,2024-02-29,2024-02-29,1,2.49,2.49,338.23,1,0.0,0
E000179,Eastern_Mediterranean,36.66268,41.55043,2024-02-29,2024-02-29,1,8.84,8.84,333.35,1,0.0,0
E000180,Eastern_Mediterranean,37.639619999999994,40.60731714285715,2024-02-29,2024-06-28,121,49.77,3.555,346.52,14,0.9285714285714286,1
E000181,Eastern_Mediterranean,37.98283,41.11626,2024-02-29,2024-02-29,1,5.66,2.83,330.24,2,0.0,0
E000182,Eastern_Mediterranean,37.561620000000005,37.05758,2024-02-29,2024-02-29,1,2.43,1.215,304.53,2,1.0,0
E000183,Eastern_Mediterranean,34.32909,39.21408,2024-03-01,2024-03-01,1,3.89,3.89,335.28,1,0.0,0
E000184,Eastern_Mediterranean,35.86326,37.7074825,2024-03-01,2024-03-02,2,39.669999999999995,9.917499999999999,356.06,4,0.0,0
E000185,Eastern_Mediterranean,29.347335,30.675440000000002,2024-03-01,2024-03-01,1,5.39,2.695,340.61,2,0.0,0
E000186,Eastern_Mediterranean,37.94785,33.50034,2024-03-02,2024-03-02,1,7.92,7.92,355.04,1,0.0,0
E000187,Eastern_Mediterranean,32.29085,36.26819,2024-03-02,2024-03-02,1,1.95,1.95,330.01,1,0.0,0
E000188,Eastern_Mediterranean,37.59439,31.45063,2024-03-02,2024-03-02,1,2.68,2.68,326.79,1,0.0,0
E000189,Eastern_Mediterranean,30.064795,31.616785,2024-03-03,2024-03-03,1,3.64,1.82,335.04,2,0.5,0
E000190,Eastern_Mediterranean,34.73116,40.79691,2024-03-03,2024-03-03,1,2.37,2.37,338.02,1,0.0,0
E000191,Eastern_Mediterranean,37.7898,31.00875,2024-03-03,2024-03-03,1,3.73,3.73,332.22,1,0.0,0
E000192,Eastern_Mediterranean,30.41098,30.08582,2024-03-04,2024-03-04,1,1.24,1.24,335.11,1,0.0,0
E000193,Eastern_Mediterranean,36.46617,29.95597,2024-03-04,2024-03-04,1,5.71,5.71,336.92,1,0.0,0
E000194,Eastern_Mediterranean,37.19469,30.81299,2024-03-04,2024-03-04,1,9.350000000000001,4.675000000000001,335.36,2,0.0,0
